vehicle_number,driver_number,lap_number,lap_time,lap_improvement,crossing_finish_line_in_pit,s1,s1_improvement,s2,s2_improvement,s3,s3_improvement,kph,elapsed,hour,s1_large,s2_large,s3_large,top_speed,driver_name,pit_time,class,group,team,manufacturer,flag_at_fl,s1_seconds,s2_seconds,s3_seconds,im1a_time,im1a_elapsed,im1_time,im1_elapsed,im2a_time,im2a_elapsed,im2_time,im2_elapsed,im3a_time,im3a_elapsed,fl_time,fl_elapsed,unnamed: 41,tyre_age,elapsed_seconds,TIME_UTC_SECOND,TIME_UTC_SECONDS,TIME_UTC_STR,AIR_TEMP,TRACK_TEMP,HUMIDITY,PRESSURE,WIND_SPEED,WIND_DIRECTION,RAIN,Unnamed: 9,lap_time_seconds,START_UTC_SECONDS,lap,Laptrigger_lapdist_dls,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,incident,best_lap_time,loss_per_lap
46,1,6,0 days 00:01:41.739000,0,,34.668,0,34.192,0,32.879,0,138.9,11:15.568,2025-11-10 11:15:49.320,0:34.668,0:34.192,0:32.879,206.1,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,34.668,34.192,32.879,24.538,24.538,10.13,34.668,19.267,53.935,14.925,1:08.860,12.874,1:21.734,20.005,1:41.739,,5,567.985,1760886887.985,,,,,,,,,,,101.739,1760886786.2459998,6,1912.606976744186,-6.421262766945219,39.794476998771025,-86.2361105066156,0.01507706592386258,-0.1574456824512535,69.67355617455895,2.87372330547818,6343.320930232559,5.028180129990715,5.139554317548747,134.2632638888889,1,0 days 00:01:40.556000,1.183
46,1,7,0 days 00:01:42.578000,0,,35.276,0,34.394,0,32.908,0,137.8,12:58.146,2025-11-10 11:17:31.898,0:35.276,0:34.394,0:32.908,204.2,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,35.276,34.394,32.908,25.194,25.194,10.082,35.276,19.328,54.604,15.066,1:09.670,12.903,1:22.573,20.005,1:42.578,,6,670.563,1760886990.563,,,,,,,,,,,102.578,1760886887.985,7,1916.7589498806683,-5.3930343511450385,39.79444214951901,-86.23625526719421,-0.009818702290076337,-0.14384112595419846,70.99997614503818,3.042461832061069,6229.940334128878,6.237199427480916,6.339153148854962,136.46969121140143,1,0 days 00:01:40.556000,2.022
46,1,8,0 days 00:01:41.258000,0,,34.467,0,34.088,0,32.703,0,139.6,14:39.404,2025-11-10 11:19:13.156,0:34.467,0:34.088,0:32.703,211.4,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,34.467,34.088,32.703,24.341,24.341,10.126,34.467,19.224,53.691,14.864,1:08.555,12.815,1:21.370,19.888,1:41.258,,7,771.821,1760887091.821,,,,,,,,,,,101.25800000000001,1760886990.5630002,8,1968.432608695652,-7.787304347826087,39.79395992776622,-86.23574474500573,0.010930869565217391,-0.20555695652173914,72.90466956521739,3.082608695652174,6266.132608695652,5.485171739130435,5.585871739130434,137.6090631808279,1,0 days 00:01:40.556000,0.702
46,1,9,0 days 00:01:41.038000,0,,34.503,0,33.837,0,32.698,0,139.9,16:20.442,2025-11-10 11:20:54.194,0:34.503,0:33.837,0:32.698,209.3,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,34.503,33.837,32.698,24.431,24.431,10.072,34.503,18.952,53.455,14.885,1:08.340,12.875,1:21.215,19.823,1:41.038,,8,872.859,1760887192.859,,,,,,,,,,,101.038,1760887091.8209999,9,1819.298076923077,-6.18608570052961,39.79456847277638,-86.23562087608634,0.015376504573904671,-0.19232787674530571,69.47454983148774,2.9350024073182475,6437.451923076923,5.1167260471834375,5.214679826673086,137.41498800959232,1,0 days 00:01:40.556000,0.482
46,1,10,0 days 00:01:40.795000,0,,34.211,2,33.949,0,32.635,2,140.2,18:01.237,2025-11-10 11:22:34.989,0:34.211,0:33.949,0:32.635,211.4,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,34.211,33.949,32.635,24.136,24.136,10.075,34.211,19.079,53.290,14.870,1:08.160,12.818,1:20.978,19.817,1:40.795,,9,973.654,1760887293.654,,,,,,,,,,,100.795,1760887192.859,10,2104.6051136363635,-4.738535754824064,39.7930714285739,-86.23508382790746,0.0016572077185017032,-0.15851702610669693,69.9316004540295,2.9778660612939842,6339.153409090909,6.002193530079455,6.112718501702611,136.5659490084986,1,0 days 00:01:40.556000,0.239
46,1,11,0 days 00:01:40.556000,2,,34.217,0,33.574,3,32.765,0,140.5,19:41.793,2025-11-10 11:24:15.545,0:34.217,0:33.574,0:32.765,213.0,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,34.217,33.574,32.765,24.140,24.140,10.077,34.217,18.981,53.198,14.593,1:07.791,12.859,1:20.650,19.906,1:40.556,,10,1074.21,1760887394.21,,,,,,,,,,,100.556,1760887293.654,11,2335.625396825397,-14.77211356466877,39.79294297612428,-86.23548026099942,0.05476782334384858,-0.3742246056782334,77.98740063091482,2.9217665615141954,6377.64126984127,4.254605678233439,4.344321766561515,135.1110344827586,1,0 days 00:01:40.556000,0.0
46,1,12,0 days 00:01:42.629000,0,,35.199,0,34.193,0,33.237,0,137.7,21:24.422,2025-11-10 11:25:58.174,0:35.199,0:34.193,0:33.237,207.3,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,35.199,34.193,33.237,25.082,25.082,10.117,35.199,19.157,54.356,15.036,1:09.392,12.869,1:22.261,20.368,1:42.629,,11,1176.839,1760887496.839,,,,,,,,,,,102.62899999999999,1760887394.21,12,1884.754716981132,-13.00588980367321,39.79442194672308,-86.23648017173028,0.014144395186827105,-0.32144395186827107,75.04995566814439,3.183027232425586,6429.87106918239,6.151899936668778,6.251263457884738,143.685,1,0 days 00:01:40.556000,2.073
46,1,13,0 days 00:01:44.393000,0,,34.383,0,36.560,0,33.450,0,135.4,23:08.815,2025-11-10 11:27:42.567,0:34.383,0:36.560,0:33.450,209.3,Lucas Weisenberg,,Am,,Lucas Racing,Toyota Gazoo Racing,GF,34.383,36.56,33.45,24.314,24.314,10.069,34.383,19.263,53.646,17.297,1:10.943,13.592,1:24.535,19.858,1:44.393,,12,1281.232,1760887601.232,,,,,,,,,,,104.393,1760887496.8390002,13,2000.3060344827586,-8.726184323858742,39.793924781805885,-86.23571060075521,0.012506890611541775,-0.2018996554694229,73.72760120585701,3.0133505598621877,6450.543103448276,6.460075366063738,6.5760422049956935,139.39172413793105,1,0 days 00:01:40.556000,3.837
47,1,1,0 days 00:01:49.874000,0,,39.937,0,36.060,0,33.877,0,128.6,1:49.874,2025-11-10 11:06:23.626,0:39.937,0:36.060,0:33.877,198.2,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,39.937,36.06,33.877,28.988,28.988,10.949,39.937,20.282,1:00.219,15.778,1:15.997,13.342,1:29.339,20.535,1:49.874,,0,2.291,1760886322.291,,,,,,,,,,,109.874,1760886212.4169998,1,2673.2035519125684,-3.286054142739951,39.79419449974938,-86.23610769453876,0.021502597757724912,-0.09365846322121958,42.33584358764014,1.924801750068362,4917.008196721312,2.4576838939021055,2.5321616078753078,85.22043775649794,0,0 days 00:01:41.098000,8.776
47,1,2,0 days 00:02:04.515000,0,,36.515,0,38.956,0,49.044,0,113.5,3:54.389,2025-11-10 11:08:28.141,0:36.515,0:38.956,0:49.044,207.3,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,36.515,38.956,49.044,25.724,25.724,10.791,36.515,22.049,58.564,16.907,1:15.471,23.566,1:39.037,25.478,2:04.515,,1,126.806,1760886446.806,1760886445.0,2025-10-19 15:07:25,12.13,14.8,82.63,977.7,2.16,173.0,0.0,,124.515,1760886322.291,2,2045.1193820224719,-4.2542720629567174,39.793649181346666,-86.23568039841032,0.00633220910623946,-0.07641933670601461,38.88127037661607,2.0306351883080382,5231.686797752809,4.074010680157392,4.191822653175941,91.23977528089888,0,0 days 00:01:41.098000,23.417
47,1,3,0 days 00:02:15.223000,0,,50.600,0,42.972,0,41.651,0,104.5,6:09.612,2025-11-10 11:10:43.364,0:50.600,0:42.972,0:41.651,156.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,50.6,42.972,41.651,37.623,37.623,12.977,50.600,24.582,1:15.182,18.390,1:33.572,18.909,1:52.481,22.742,2:15.223,,2,262.029,1760886582.029,,,,,,,,,,,135.223,1760886446.806,3,1955.72,-5.520909816440542,39.79402677592333,-86.2358064400322,0.02725458898643256,-0.20546009577015165,71.58332003192338,2.7154828411811653,6268.21,5.218820830007981,5.327230646448524,128.901,0,0 days 00:01:41.098000,34.125
47,1,4,0 days 00:01:44.578000,0,,36.131,0,35.078,0,33.369,0,135.1,7:54.190,2025-11-10 11:12:27.942,0:36.131,0:35.078,0:33.369,209.3,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,36.131,35.078,33.369,25.704,25.704,10.427,36.131,19.568,55.699,15.510,1:11.209,13.152,1:24.361,20.217,1:44.578,,3,366.607,1760886686.607,,,,,,,,,,,104.578,1760886582.029,4,2152.5954861111113,-5.30260507120528,39.79332899310267,-86.2356279458632,-0.012804793331017715,-0.12458909343522057,42.79581799235846,2.6450156304272316,5520.262152777777,3.848756512678013,3.9445241403265023,113.89449652777778,0,0 days 00:01:41.098000,3.48
47,1,5,0 days 00:01:42.551000,0,,35.113,0,34.467,0,32.971,0,137.8,9:36.741,2025-11-10 11:14:10.493,0:35.113,0:34.467,0:32.971,206.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,35.113,34.467,32.971,24.882,24.882,10.231,35.113,19.355,54.468,15.112,1:09.580,12.925,1:22.505,20.046,1:42.551,,4,469.158,1760886789.158,,,,,,,,,,,102.551,1760886686.6069999,5,1917.0926829268292,-3.7756827048114436,39.79399730449225,-86.23581136745656,0.02345416124837451,-0.11909102730819246,45.02663524057217,2.4596879063719115,5419.211382113821,3.088988946684005,3.185385240572172,104.14325203252032,0,0 days 00:01:41.098000,1.453
47,1,6,0 days 00:01:42.327000,0,,35.176,0,34.209,0,32.942,0,138.1,11:19.068,2025-11-10 11:15:52.820,0:35.176,0:34.209,0:32.942,207.3,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,35.176,34.209,32.942,24.807,24.807,10.369,35.176,19.341,54.517,14.868,1:09.385,12.886,1:22.271,20.056,1:42.327,,5,571.485,1760886891.485,,,,,,,,,,,102.327,1760886789.158,6,1987.670146137787,-5.710842368640534,39.79399103000822,-86.23576632731154,0.012134695579649706,-0.2046509591326105,71.4837364470392,2.8440366972477062,6398.565762004176,5.690437864887406,5.8143619683069225,134.55821205821206,1,0 days 00:01:41.098000,1.229
47,1,7,0 days 00:01:41.336000,0,,34.386,0,34.116,0,32.834,0,139.4,13:00.404,2025-11-10 11:17:34.156,0:34.386,0:34.116,0:32.834,210.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,34.386,34.116,32.834,24.161,24.161,10.225,34.386,19.172,53.558,14.944,1:08.502,12.906,1:21.408,19.928,1:41.336,,6,672.821,1760886992.821,,,,,,,,,,,101.336,1760886891.4850001,7,1996.9157894736843,-5.754189473684211,39.79392103014494,-86.23571970728824,0.017410947368421054,-0.2187696842105263,75.27986105263159,2.957894736842105,6396.442105263158,5.664124210526316,5.7822000000000005,137.1048842105263,1,0 days 00:01:41.098000,0.238
47,1,8,0 days 00:01:41.211000,0,,34.280,2,34.126,0,32.805,0,139.6,14:41.615,2025-11-10 11:19:15.367,0:34.280,0:34.126,0:32.805,211.4,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,34.28,34.126,32.805,24.101,24.101,10.179,34.280,19.234,53.514,14.892,1:08.406,12.843,1:21.249,19.962,1:41.211,,7,774.032,1760887094.032,,,,,,,,,,,101.211,1760886992.821,8,1994.57805907173,-5.121246819338422,39.79397522665061,-86.23571496822755,0.016048346055979643,-0.2150674300254453,74.42617896522476,3.0284139100932994,6310.649789029536,6.072111959287533,6.191473706530958,137.24895966029723,1,0 days 00:01:41.098000,0.113
47,1,9,0 days 00:01:41.677000,0,,34.760,0,33.885,0,33.032,0,139.0,16:23.292,2025-11-10 11:20:57.044,0:34.760,0:33.885,0:33.032,212.2,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,34.76,33.885,33.032,24.449,24.449,10.311,34.760,18.985,53.745,14.900,1:08.645,12.914,1:21.559,20.118,1:41.677,,8,875.709,1760887195.709,,,,,,,,,,,101.67699999999999,1760887094.032,9,2000.5149572649573,-3.824550898203593,39.79390834354763,-86.23574218227886,0.019176646706586826,-0.22219375534644997,76.28521385799829,2.9837467921300256,6424.8376068376065,7.2628742514970055,7.395055603079555,138.65036402569592,1,0 days 00:01:41.098000,0.579
47,1,10,0 days 00:01:43.156000,0,,35.365,0,34.543,0,33.248,0,137.0,18:06.448,2025-11-10 11:22:40.200,0:35.365,0:34.543,0:33.248,213.0,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,35.365,34.543,33.248,24.871,24.871,10.494,35.365,19.006,54.371,15.537,1:09.908,13.161,1:23.069,20.087,1:43.156,,9,978.865,1760887298.865,,,,,,,,,,,103.156,1760887195.709,10,2013.557734204793,-4.646596858638744,39.793908678424295,-86.23576074037669,0.02162434554973822,-0.22336823734729494,76.11137870855148,3.0527923211169283,6330.825708061002,6.256828097731239,6.381001308900524,138.159651416122,1,0 days 00:01:41.098000,2.058
47,1,11,0 days 00:01:42.107000,0,,35.478,0,33.874,0,32.755,2,138.4,19:48.555,2025-11-10 11:24:22.307,0:35.478,0:33.874,0:32.755,206.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,35.478,33.874,32.755,25.180,25.180,10.298,35.478,19.131,54.609,14.743,1:09.352,12.865,1:22.217,19.89,1:42.107,,10,1080.972,1760887400.972,,,,,,,,,,,102.107,1760887298.8649998,11,1998.2608695652175,-5.591844744875709,39.793902873369056,-86.23565957975659,0.020738334060183165,-0.21937767117313564,74.56847797645005,2.9755778456170954,6368.417391304348,5.747852158744004,5.865279110335805,136.95781659388646,1,0 days 00:01:41.098000,1.009
47,1,12,0 days 00:01:41.377000,0,,34.608,0,33.910,0,32.859,0,139.4,21:29.932,2025-11-10 11:26:03.684,0:34.608,0:33.910,0:32.859,211.4,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,34.608,33.91,32.859,24.381,24.381,10.227,34.608,19.109,53.717,14.801,1:08.518,12.86,1:21.378,19.999,1:41.377,,11,1182.349,1760887502.349,,,,,,,,,,,101.37700000000001,1760887400.972,12,1998.6610878661088,-4.291338912133891,39.793919888101364,-86.23572454412611,0.014067782426778242,-0.20869205020920503,74.75264435146444,2.896234309623431,6387.602510460251,6.705433054393306,6.838803347280335,135.57039832285116,1,0 days 00:01:41.098000,0.279
47,1,13,0 days 00:01:41.098000,2,,34.471,0,33.867,2,32.760,0,139.8,23:11.030,2025-11-10 11:27:44.782,0:34.471,0:33.867,0:32.760,210.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,34.471,33.867,32.76,24.155,24.155,10.316,34.471,19.068,53.539,14.799,1:08.338,12.858,1:21.196,19.902,1:41.098,,12,1283.447,1760887603.447,,,,,,,,,,,101.098,1760887502.349,13,1985.0063559322034,-5.383778060144007,39.79399771490424,-86.23571895613907,0.01745446844557391,-0.21517238458280388,76.01057179161371,2.938585345192715,6442.8983050847455,6.3329394324438795,6.4707327403642525,137.47353065539113,1,0 days 00:01:41.098000,0.0
47,1,14,0 days 00:02:01.788000,0,,41.808,0,34.377,0,45.603,0,116.0,25:12.818,2025-11-10 11:29:46.570,0:41.808,0:34.377,0:45.603,198.2,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,41.808,34.377,45.603,31.440,31.440,10.368,41.808,19.285,1:01.093,15.092,1:16.185,14.84,1:31.025,30.763,2:01.788,,13,1405.235,1760887725.235,,,,,,,,,,,121.788,1760887603.4469998,14,1911.4076576576576,-5.5413855150697255,39.79413503663153,-86.2356154510045,0.014471884840305893,-0.21990913180386865,74.80542060278903,2.9842555105713,6327.195945945946,6.047332433648223,6.185128205128206,136.43745495495497,0,0 days 00:01:41.098000,20.69
47,1,15,0 days 00:02:33.442000,0,,53.734,0,50.409,0,49.299,0,92.1,27:46.260,2025-11-10 11:32:20.012,0:53.734,0:50.409,0:49.299,117.0,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,53.734,50.409,49.299,40.263,40.263,13.471,53.734,31.502,1:25.236,18.907,1:44.143,20.203,2:04.346,29.096,2:33.442,,14,1558.677,1760887878.677,,,,,,,,,,,153.442,1760887725.2350001,15,2002.4325481798714,-5.311820128479657,39.793895647918895,-86.23577566861596,0.017491220556745183,-0.21572205567451821,75.85883940042827,3.040256959314775,6360.312633832977,6.441269807280514,6.578708779443255,138.70261241970022,1,0 days 00:01:41.098000,52.344
47,1,16,0 days 00:02:31.959000,0,,52.311,0,50.738,0,48.910,0,93.0,30:18.219,2025-11-10 11:34:51.971,0:52.311,0:50.738,0:48.910,113.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,52.311,50.738,48.91,39.466,39.466,12.845,52.311,31.634,1:23.945,19.104,1:43.049,20.457,2:03.506,28.453,2:31.959,,15,1710.636,1760888030.636,,,,,,,,,,,151.959,1760887878.6769998,16,2043.3017857142856,-3.8146385110952044,39.79375834318255,-86.23606132829539,-0.014248389405869722,-0.1583886900501074,53.64909090909091,2.789549033643522,5526.755357142857,6.746471009305655,7.044967788117394,115.45344642857143,1,0 days 00:01:41.098000,50.861
47,1,17,0 days 00:02:12.448000,0,,48.733,0,42.545,0,41.170,0,106.7,32:30.667,2025-11-10 11:37:04.419,0:48.733,0:42.545,0:41.170,147.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,GF,48.733,42.545,41.17,36.194,36.194,12.539,48.733,24.339,1:13.072,18.206,1:31.278,18.513,1:49.791,22.657,2:12.448,,16,1843.084,1760888163.084,,,,,,,,,,,132.448,1760888030.6360002,17,1961.7507002801121,-4.130137370339221,39.793939870113014,-86.23592406653341,0.0031897953462293243,-0.08294813568825343,18.34462293243622,2.7325483599663585,4478.382352941177,1.0143537987104008,1.0732954864031399,91.6586255259467,0,0 days 00:01:41.098000,31.35
47,1,18,0 days 00:01:51.858000,0,,35.746,0,42.209,0,33.903,0,126.3,34:22.525,2025-11-10 11:38:56.277,0:35.746,0:42.209,0:33.903,209.3,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,35.746,42.209,33.903,25.114,25.114,10.632,35.746,,,,1:17.955,13.371,1:31.326,20.532,1:51.858,,17,1954.942,1760888274.942,,,,,,,,,,,111.858,1760888163.0839999,18,1955.8757142857144,-4.238551468491588,39.7938807062998,-86.2359082254889,0.0043966353008269175,-0.08400998003992016,21.154317080125463,2.936412888508697,4351.864285714286,0.9130481893356145,0.9611747932706017,92.7949715099715,0,0 days 00:01:41.098000,10.76
47,1,19,0 days 00:02:11.146000,0,,38.901,0,48.516,0,43.729,0,107.7,36:33.671,2025-11-10 11:41:07.423,0:38.901,0:48.516,0:43.729,183.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,38.901,48.516,43.729,28.075,28.075,10.826,38.901,30.562,1:09.463,17.954,1:27.417,16.457,1:43.874,27.272,2:11.146,,18,2086.088,1760888406.088,,,,,,,,,,,131.14600000000002,1760888274.9420002,19,1914.513029315961,-4.8726679712981085,39.79390314429396,-86.23578368832065,0.018609262883235486,-0.11774527071102414,44.05842791911286,2.3440965427266796,5614.314332247557,3.214486301369863,3.3157811480756685,106.07166394779772,0,0 days 00:01:41.098000,30.048
47,1,20,0 days 00:02:25.298000,0,,47.038,0,53.283,0,44.977,0,97.3,38:58.969,2025-11-10 11:43:32.721,0:47.038,0:53.283,0:44.977,145.2,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,47.038,53.283,44.977,35.474,35.474,11.564,47.038,35.302,1:22.340,17.981,1:40.321,16.86,1:57.181,28.117,2:25.298,,19,2231.386,1760888551.386,,,,,,,,,,,145.298,1760888406.0879998,20,2039.0846456692914,-7.7574980268350435,39.79374198492061,-86.23556657955227,0.012717048145224941,-0.19389226519337016,69.5638003157064,2.708760852407261,6118.852362204724,6.8794554064719815,7.0247474348855565,124.21240631163708,1,0 days 00:01:41.098000,44.2
47,1,21,0 days 00:02:20.161000,0,,46.016,0,50.053,0,44.092,0,100.8,41:19.130,2025-11-10 11:45:52.882,0:46.016,0:50.053,0:44.092,130.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,46.016,50.053,44.092,33.991,33.991,12.025,46.016,31.863,1:17.879,18.190,1:36.069,18.163,1:54.232,25.929,2:20.161,,20,2371.547,1760888691.547,,,,,,,,,,,140.161,1760888551.386,21,2070.1537190082645,-4.76812025107367,39.79364526330893,-86.23571932099226,-0.010741658407664355,-0.124994053518335,35.77058473736373,2.8718202841096794,5035.900826446281,2.9974843078956064,3.102821275189957,107.32809917355372,1,0 days 00:01:41.098000,39.063
47,1,22,0 days 00:02:13.561000,0,,44.861,0,45.315,0,43.385,0,105.8,43:32.691,2025-11-10 11:48:06.443,0:44.861,0:45.315,0:43.385,133.0,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FCY,44.861,45.315,43.385,33.380,33.380,11.481,44.861,28.907,1:13.768,16.408,1:30.176,17.714,1:47.890,25.671,2:13.561,,21,2505.108,1760888825.108,,,,,,,,,,,133.561,1760888691.547,22,1980.2674591381872,-4.472600297176821,39.79390803842984,-86.23589844611566,-0.001170282317979198,-0.10670787518573552,26.638686478454684,2.8528974739970283,4607.37147102526,1.6371203566121841,1.7171248142644873,96.98643387815751,0,0 days 00:01:41.098000,32.463
47,1,23,0 days 00:02:10.170000,0,,47.107,0,43.227,0,39.836,0,108.6,45:42.861,2025-11-10 11:50:16.613,0:47.107,0:43.227,0:39.836,137.1,Parker DeLong,,Am,,TechSport,Toyota Gazoo Racing,FF,47.107,43.227,39.836,35.458,35.458,11.649,47.107,26.024,1:13.131,17.203,1:30.334,16.745,1:47.079,23.091,2:10.170,,22,2635.278,1760888955.278,,,,,,,,,,,130.17,1760888825.108,23,1979.5285935085008,-3.959314179796108,39.793898834945026,-86.2357882551842,4.633920296570045e-06,-0.12149181340747606,29.588319431572444,3.066728452270621,4627.961360123648,1.661955514365153,1.72886468952734,100.49513137557959,0,0 days 00:01:41.098000,29.072
55,1,1,0 days 00:01:49.199000,0,,39.050,0,35.982,0,34.167,0,129.4,1:49.199,2025-11-10 11:06:22.951,0:39.050,0:35.982,0:34.167,199.3,Spike Kohlbecker,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,39.05,35.982,34.167,28.483,28.483,10.567,39.050,19.947,58.997,16.035,1:15.032,13.748,1:28.780,20.419,1:49.199,,0,1.616,1760886321.616,1760886320.0,2025-10-19 15:05:20,12.07,14.9,82.91,977.6,2.52,254.0,0.0,,109.199,1760886212.417,1,2719.0375838926175,4.011367911851653,39.793974728008905,-86.23607904095383,0.015060467616232195,-0.09077183552808385,47.27741736092448,1.6097823165815641,5369.067114093959,7.229474603601182,7.306938994893845,86.84645637583893,0,0 days 00:01:40.409000,8.79
55,1,2,0 days 00:02:04.371000,0,,35.554,0,39.596,0,49.221,0,113.6,3:53.570,2025-11-10 11:08:27.322,0:35.554,0:39.596,0:49.221,209.3,Spike Kohlbecker,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,FCY,35.554,39.596,49.221,24.955,24.955,10.599,35.554,22.271,57.825,17.325,1:15.150,23.319,1:38.469,25.902,2:04.371,,1,125.987,1760886445.987,1760886445.0,2025-10-19 15:07:25,12.13,14.8,82.63,977.7,2.16,173.0,0.0,,124.371,1760886321.616,2,2033.0564971751412,4.85190731845154,39.793711054085946,-86.2357245599122,0.007499576151455214,-0.05802684374116982,50.85675049448997,1.5705001412828483,5863.920903954802,6.821951116134501,6.898423283413393,92.4149080622348,0,0 days 00:01:40.409000,23.962
55,1,3,0 days 00:02:15.587000,0,,50.718,0,42.847,0,42.022,0,104.2,6:09.157,2025-11-10 11:10:42.909,0:50.718,0:42.847,0:42.022,152.1,Spike Kohlbecker,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,50.718,42.847,42.022,37.430,37.430,13.288,50.718,24.301,1:15.019,18.546,1:33.565,19.21,1:52.775,22.812,2:15.587,,2,261.574,1760886581.574,,,,,,,,,,,135.587,1760886445.987,3,1987.491017964072,2.7042680494615077,39.79395219477991,-86.23570956887123,0.026695652173913044,-0.18549780614280018,72.8596529716793,2.730355005983247,6320.233532934131,5.541515755883526,5.608025528520144,130.1521513944223,1,0 days 00:01:40.409000,35.178
55,1,4,0 days 00:01:43.772000,0,,36.175,0,34.840,0,32.757,0,136.2,7:52.929,2025-11-10 11:12:26.681,0:36.175,0:34.840,0:32.757,206.1,Spike Kohlbecker,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,36.175,34.84,32.757,25.618,25.618,10.557,36.175,19.606,55.781,15.234,1:11.015,12.919,1:23.934,19.838,1:43.772,,3,365.346,1760886685.346,,,,,,,,,,,103.77199999999999,1760886581.574,4,2167.0589254766032,3.189174184594032,39.79330036261278,-86.23560933385104,-0.011483691880638447,-0.11120090215128382,39.18761970853574,2.7185981956974326,5437.968804159445,4.030808466342818,4.099909784871617,113.86085069444445,0,0 days 00:01:40.409000,3.363
55,1,5,0 days 00:01:41.810000,0,,34.696,0,34.314,0,32.800,0,138.8,9:34.739,2025-11-10 11:14:08.491,0:34.696,0:34.314,0:32.800,213.0,Spike Kohlbecker,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.696,34.314,32.8,24.478,24.478,10.218,34.696,19.119,53.815,15.195,1:09.010,12.913,1:21.923,19.887,1:41.810,,4,467.156,1760886787.156,,,,,,,,,,,101.81,1760886685.346,5,1912.4536741214058,3.685987871050112,39.79399937332304,-86.23579577930887,0.01782093839770188,-0.1006801787424194,48.221835301627834,2.209383977018832,5665.083067092652,4.495837855090967,4.5477976380466005,103.91370015948964,0,0 days 00:01:40.409000,1.401
55,1,6,0 days 00:01:41.909000,0,,34.759,0,34.255,0,32.895,0,138.7,11:16.648,2025-11-10 11:15:50.400,0:34.759,0:34.255,0:32.895,212.2,Spike Kohlbecker,,Am,,RVA Graphics Motorsports by Speed Syndicate,Toyota Gazoo Racing,GF,34.759,34.255,32.895,24.545,24.545,10.214,34.759,19.082,53.841,15.173,1:09.014,12.88,1:21.894,20.015,1:41.909,,5,569.065,1760886889.065,,,,,,,,,,,101.90899999999999,1760886787.1560001,6,1980.7733887733887,1.3874844074844075,39.79396885259236,-86.23576280748522,0.014945530145530144,-0.19384074844074844,72.83320166320166,2.911018711018711,6374.334719334719,5.503864864864865,5.568569646569647,135.39908333333332,0,0 days 00:01:40.409000,1.5
